Walter Bracamonte,1,4,2,63,64,28,29,26,40,58,52,24,54,55,53,59,54,72,75,63,53,76,73,60,55,61,55,56,43,38,60,45
Romano Perticone,0,3,2,56,26,62,66,64,68,67,16,66,26,65,47,60,49,50,42,78,71,57,64,72,61,52,34,59,52,44,35,29
Darren Lyon,0,2,2,61,50,56,51,53,52,50,42,51,45,49,49,62,58,66,71,70,58,72,72,53,38,53,37,40,46,35,50,46
Krystian Nowak,0,3,2,46,50,59,59,61,68,56,27,61,56,37,61,62,45,57,65,62,75,52,73,71,60,59,42,40,37,38,53,40
Cenk Ahmet Alkılıç,1,3,3,66,69,63,71,64,79,63,72,51,54,71,64,61,46,84,82,80,58,76,83,57,57,71,59,58,47,39,55,48
Emanuel Dening,1,3,3,62,77,14,16,13,62,77,76,15,67,58,32,58,47,70,77,59,44,78,75,68,50,66,81,68,42,39,65,55
Jordan Moore-Taylor,0,2,2,50,42,52,62,66,61,54,33,48,35,58,56,55,61,60,68,75,83,65,59,75,62,51,25,25,24,47,39,30
Henrik Robstad,0,3,3,61,63,57,64,61,64,57,50,58,43,50,58,53,37,68,70,66,69,63,66,58,47,50,42,40,47,28,35,27
Miladin Stevanovic,0,3,2,52,58,63,68,66,68,67,24,69,32,49,58,58,51,66,69,68,74,62,68,78,69,62,23,29,35,31,45,41
Hamidou Keyta,1,2,2,69,72,25,31,27,29,38,49,23,48,46,56,61,48,84,76,45,50,55,68,42,48,74,63,48,45,42,60,59
Tomasz Mokwa,1,3,2,61,64,61,60,62,50,54,58,57,52,54,65,60,63,69,65,70,59,64,64,64,50,41,47,47,33,33,37,43
Max Gradel,1,3,4,78,82,38,35,40,55,76,74,51,70,77,73,74,64,87,86,71,58,69,85,68,66,73,73,71,68,74,75,70
Tom Hopper,1,3,2,62,52,18,14,23,48,60,67,15,58,59,44,54,36,61,69,68,76,63,68,76,63,56,62,50,42,30,61,58
Hubert Wołąkiewicz,0,3,2,53,44,58,64,65,62,62,33,57,53,61,62,69,66,71,77,75,71,70,71,92,52,39,30,38,47,32,70,39
Dean George,1,2,2,48,44,16,15,18,25,49,46,15,41,47,34,47,32,64,62,62,49,62,58,57,48,48,53,47,36,31,53,36
George Fochive,0,2,3,65,61,60,63,65,76,61,49,60,43,59,36,66,56,69,66,71,82,58,59,80,57,55,33,37,36,32,41,33
Walter Serrano,1,3,2,71,69,51,56,61,68,65,58,61,65,63,64,68,67,69,70,71,70,51,59,56,53,63,49,54,43,70,47,44
Kristoffer Pallesen,0,3,2,56,51,50,60,60,54,47,46,56,38,38,56,56,47,74,70,71,70,69,71,54,42,37,29,23,33,27,37,22
Stefano Guberti,1,3,3,75,71,39,43,44,51,71,69,41,71,71,73,69,67,73,72,62,59,70,72,67,59,75,61,72,78,77,75,73
Guillermo Molins,1,3,3,73,72,25,37,42,52,71,74,33,71,78,63,68,54,65,67,55,76,66,74,33,46,76,71,70,65,60,69,67
Lucas Evangelista,1,3,4,75,75,51,63,59,56,66,66,42,65,62,71,77,71,76,76,68,61,66,74,48,55,68,56,67,63,52,57,57
Federico Pérez,0,2,2,61,60,63,61,60,67,54,45,55,34,41,62,52,41,70,69,76,75,65,55,80,74,50,26,60,31,30,34,22
Rasmus Nissen Kristensen,0,3,2,69,64,58,63,65,70,61,66,59,53,64,68,66,61,76,77,77,73,69,66,70,68,58,51,33,63,36,45,43
Mateus,0,2,2,65,63,68,70,72,85,59,36,72,54,58,45,73,66,63,64,69,75,60,54,77,69,73,39,65,45,40,44,41
Iñigo Pérez,0,3,3,73,59,68,62,66,68,59,57,60,67,54,71,80,76,69,67,80,69,69,75,75,62,72,59,71,70,80,49,49
Kévin N'Doram,0,2,2,64,38,66,68,72,66,65,26,67,41,55,31,64,47,58,55,66,73,59,38,73,64,47,22,23,33,29,40,35
Yevhen Konoplyanka,1,4,4,85,86,21,31,38,48,76,75,37,79,77,79,81,78,89,88,66,58,78,81,66,49,77,80,84,83,80,75,67
Craig Cathcart,0,3,2,59,47,76,73,77,69,69,27,68,43,75,39,71,61,55,67,71,73,58,64,70,74,56,29,41,39,39,28,30
Leandro Díaz,1,2,2,64,61,16,16,23,43,57,53,13,45,52,39,58,42,72,63,68,69,57,63,63,62,66,64,62,72,43,71,45
Eoghan O'Connell,0,3,2,58,55,55,61,62,49,55,27,55,54,66,27,64,60,61,54,61,75,43,58,63,57,36,22,27,30,32,36,29
Marcus Danielsson,0,2,2,49,35,65,63,62,75,55,28,64,40,41,21,48,52,54,66,55,82,42,44,48,67,34,18,22,26,19,36,25
Giuseppe De Luca,1,3,3,70,69,12,14,12,53,66,68,25,63,65,56,66,51,91,83,63,56,94,92,80,47,71,70,63,71,55,58,73
Änis Ben-Hatira,1,5,4,74,79,19,22,26,73,73,72,20,66,70,70,72,63,79,78,73,72,74,77,71,46,73,72,68,72,75,58,71
Matty Cash,1,2,3,68,66,39,54,58,51,62,54,34,68,70,57,69,65,71,72,60,42,67,74,65,42,52,47,46,57,46,44,42
Loïc Perrin,0,3,2,74,62,85,83,86,81,76,56,82,63,80,69,74,77,67,72,79,79,73,65,84,80,74,64,67,59,51,68,44
Juanfran,0,3,3,79,77,83,80,84,78,82,68,78,72,64,83,75,66,78,87,89,74,62,75,68,55,68,54,53,80,59,66,49
Steven Anderson,0,3,2,59,47,64,64,65,73,66,28,65,49,76,55,54,42,33,45,60,80,58,63,70,73,35,13,18,48,15,16,19
Liam Youlley,0,3,2,50,43,49,52,56,56,49,42,58,52,47,29,55,46,68,65,58,42,78,73,57,49,52,50,45,33,40,44,38
Jannik Bandowski,1,3,2,67,59,57,56,62,66,59,42,58,49,46,63,64,52,81,88,68,70,52,64,55,67,68,51,49,46,39,39,36
Michael Sollbauer,0,3,2,44,48,66,65,66,70,55,48,60,29,63,44,57,53,45,59,72,78,33,56,77,70,30,24,33,25,13,22,19
Louka Franco,1,3,3,60,61,18,24,21,33,38,48,23,46,58,52,55,50,71,68,52,38,70,72,67,36,51,46,56,52,49,45,53
Borja,0,3,2,53,59,59,67,63,71,61,44,65,41,47,61,56,29,72,71,67,64,82,61,70,54,48,31,29,53,37,46,30
Park Gi Dong,1,4,2,66,64,24,22,23,63,65,74,36,57,45,40,66,44,64,63,69,73,56,57,53,68,70,72,64,57,60,62,64
Pablo Pérez,1,3,2,73,70,49,47,48,49,70,73,56,68,58,59,75,73,57,59,60,67,54,59,71,80,64,65,62,67,58,80,63
Nicholas Aldair,1,3,4,75,72,38,46,37,67,72,72,40,69,83,66,74,58,59,77,83,77,60,63,69,72,78,75,73,63,59,74,74
Gwak Hae Seong,0,3,2,65,64,66,65,66,68,60,49,63,39,55,65,58,48,68,71,74,58,72,70,59,53,43,57,39,42,33,46,31
Barragán,1,3,2,72,62,78,73,78,80,67,56,75,52,58,72,67,62,73,74,80,74,66,67,68,62,61,44,53,64,51,55,59
Franco Bellocq,0,3,2,71,62,70,62,72,78,71,54,66,55,61,61,68,62,69,68,78,62,72,66,76,64,59,40,55,61,61,49,46
Bruno Zuculini,1,3,2,75,73,65,59,65,59,68,49,69,72,70,59,78,73,72,72,59,63,66,69,64,58,80,55,59,49,48,80,59
Badou Ndiaye,1,3,3,78,79,60,55,64,69,74,78,60,69,69,71,76,71,86,85,80,75,77,82,72,59,78,74,73,78,65,65,65
Franco Ragusa,1,3,2,66,67,39,54,49,36,49,60,22,59,47,63,63,53,75,73,66,68,64,77,68,55,64,61,60,57,65,59,34
Kilian Cantwell,0,2,2,48,33,56,53,55,53,45,29,56,26,58,25,54,42,56,53,51,69,62,57,67,54,38,16,24,29,26,31,28
Mauro Cejas,1,4,4,70,68,22,56,41,78,59,66,40,63,62,68,67,62,68,66,70,65,71,68,80,60,70,65,70,65,67,64,67
Mix Diskerud,1,4,3,71,68,54,48,56,57,65,68,61,67,67,65,73,69,69,66,79,62,62,73,71,59,70,63,64,75,61,59,59
Matt Penney,0,3,2,45,53,49,52,53,58,53,48,48,35,39,41,44,38,75,71,61,42,87,64,59,52,28,32,49,33,36,39,44
Clayton Donaldson,1,3,3,67,65,19,16,31,74,72,73,27,67,70,56,61,47,76,80,83,85,61,61,68,65,68,73,56,41,29,64,63
Iriome,1,4,3,75,76,39,36,35,52,54,65,39,55,53,59,65,55,82,83,73,65,57,75,71,77,66,67,65,49,49,38,54
Edimilson Fernandes,1,4,3,71,71,54,54,42,46,58,56,35,68,63,54,73,68,77,81,72,67,58,72,60,43,70,68,66,57,51,55,54
Ivan Ershov,0,3,2,53,44,67,69,73,64,61,36,58,56,57,40,55,44,32,38,76,68,80,67,77,66,66,35,49,46,64,59,53
Evans Mensah,1,3,3,61,64,22,23,25,24,34,55,22,56,52,54,45,41,80,78,62,43,90,85,78,41,54,56,52,51,32,46,48
Florian Jungwirth,0,3,2,66,60,69,74,70,69,71,48,78,53,64,51,71,70,65,67,81,73,69,66,78,65,42,21,34,45,25,37,37
Guillermo Ferracuti,0,3,3,54,74,70,65,65,63,56,50,73,40,54,78,53,56,79,83,63,61,69,66,74,45,33,25,37,42,45,43,35
Yannick Gerhardt,0,3,3,78,75,65,73,71,74,76,71,72,77,65,71,80,74,69,69,78,74,67,73,64,59,75,71,64,65,55,50,57
Fabio Quagliarella,1,4,2,81,75,15,15,21,44,76,82,26,71,78,66,71,71,76,68,69,78,75,72,69,60,87,80,89,76,78,77,85
Kei Koizumi,0,3,2,58,43,62,64,66,50,55,39,58,45,52,57,60,54,79,82,69,60,74,62,65,53,41,28,29,32,38,35,34
Dillon Powers,1,4,3,70,63,52,57,59,61,71,67,56,65,67,61,72,65,67,69,68,71,59,59,55,59,79,60,72,74,67,67,62
Marcus Hansson,0,3,2,54,50,59,62,60,76,60,46,56,52,54,38,61,59,49,58,81,82,42,55,51,61,65,43,50,36,39,41,35
Santiago Vergini,0,3,2,70,54,75,71,81,68,64,51,78,59,65,63,69,65,33,50,70,89,49,54,45,74,45,33,38,39,50,49,27
Majed Al Najrani,0,3,3,65,61,41,58,58,61,58,58,55,59,57,64,62,59,66,62,59,64,57,61,65,58,55,60,50,56,35,65,42
Jay Simpson,1,3,3,68,68,25,21,25,61,57,69,25,58,62,52,57,33,79,78,70,74,71,82,59,62,68,67,60,54,45,70,67
Jozo Šimunović,0,3,2,62,60,67,70,70,68,62,30,69,40,67,24,67,60,63,71,65,77,66,47,68,70,42,19,26,24,25,36,31
Jean-Kévin Augustin,1,3,3,72,75,15,17,16,32,62,79,16,61,53,65,66,53,82,81,62,63,72,73,67,58,65,78,56,50,38,68,62
Quentin Bernard,0,3,2,66,59,69,70,72,50,58,48,66,59,43,65,69,66,62,66,82,71,59,51,71,58,68,56,53,43,59,47,30
Michael Gregoritsch,1,3,3,76,73,35,38,40,58,70,71,33,67,65,65,72,68,66,74,70,69,52,66,50,70,80,69,75,62,78,62,63
Michael Gash,1,3,2,52,51,31,35,32,48,48,61,20,44,52,41,44,35,56,55,48,76,66,56,74,64,55,56,52,42,27,54,46
Sam Dryden,0,3,2,39,50,49,57,57,51,56,44,52,38,39,47,31,29,66,58,59,56,49,56,55,39,25,26,31,32,30,40,30
Claudio Pizarro,1,4,3,80,77,18,24,33,68,78,85,33,79,85,60,77,70,45,45,54,78,55,67,65,78,76,82,74,75,65,81,77
Clinton Njie,1,3,4,68,75,24,27,30,66,76,76,32,64,71,66,70,61,91,94,77,61,88,92,60,51,75,73,61,66,46,56,69
Haris Belkebla,0,3,2,71,68,58,59,63,57,64,61,60,70,69,57,71,66,71,71,71,50,65,58,52,55,61,52,51,56,64,45,47
Maximiliano Pereira,0,3,2,76,77,77,82,80,91,76,71,78,65,74,78,76,70,77,76,88,68,83,76,76,67,76,58,60,66,50,63,57
Ousmane Fane,0,3,2,54,59,52,64,71,65,59,43,58,42,45,45,68,59,77,75,92,71,63,68,69,53,52,38,38,38,38,46,31
Milan Škoda,1,2,3,75,69,41,43,43,76,72,79,40,69,72,59,66,50,64,69,72,80,59,50,58,84,68,78,72,49,59,77,70
Dudú,1,3,3,69,68,38,42,44,64,61,68,29,63,57,60,67,63,85,82,69,74,59,85,50,54,64,66,61,64,57,65,55
Oliver Fink,0,4,2,68,66,60,78,67,67,71,62,68,67,75,59,68,65,53,55,83,75,54,61,75,73,66,56,65,63,62,61,57
Axel Disasi,0,2,2,29,21,50,56,61,62,47,23,50,28,41,21,35,30,54,58,56,90,26,34,57,67,54,20,14,24,27,36,36
Yusuke Igawa,0,3,2,46,44,61,62,65,70,57,35,66,46,60,55,52,61,37,58,77,81,54,44,82,55,55,35,44,55,66,44,55
Simone Rapp,1,3,3,61,64,17,31,28,48,64,66,19,63,58,60,39,38,80,64,73,78,55,65,79,69,62,64,45,55,41,56,53
Francesco Magnanelli,0,3,2,74,58,72,74,77,82,72,53,79,70,69,61,78,76,68,68,74,74,64,64,55,61,72,45,66,62,61,57,60
Jonathan De Guzmán,1,4,4,82,80,48,48,51,58,70,69,49,75,65,77,78,74,79,78,69,65,87,79,78,52,84,68,80,79,75,69,69
Tosaint Ricketts,1,2,2,60,64,23,12,14,58,63,62,20,44,63,55,55,32,93,93,55,70,58,69,78,59,66,62,58,50,21,46,57
Josh Risdon,0,3,2,64,60,73,73,75,71,57,43,70,43,60,66,61,57,78,77,72,76,86,59,91,53,50,48,55,56,38,43,30
Miltisco Paulino,0,3,2,56,51,71,72,73,77,67,34,66,42,55,54,62,66,61,61,56,77,62,62,77,73,44,44,51,44,52,53,51
Ricardo Cruz,1,3,2,53,56,48,43,46,49,52,52,44,50,52,49,55,51,72,75,60,54,77,68,67,53,52,47,56,47,40,59,49
Matteo Legittimo,0,3,2,58,51,56,63,62,72,65,57,63,46,62,59,59,57,70,67,72,64,62,66,62,53,46,21,25,48,34,41,31
Lee Kwang Sun,0,3,2,35,30,74,66,71,69,65,42,75,47,51,32,58,43,62,63,74,73,59,36,74,76,35,19,27,26,22,34,38
Jamel Saihi,0,3,2,71,65,70,67,73,79,70,59,72,71,74,65,74,73,53,62,67,69,65,69,68,65,67,47,57,60,62,59,43
Jules Van Cleemput,0,3,2,58,36,61,60,65,47,51,29,54,36,37,52,62,56,63,44,59,60,62,43,62,61,37,17,23,32,25,44,26
Hilton,0,3,2,74,65,80,80,80,76,75,50,82,67,75,62,75,77,54,64,75,76,60,65,80,79,55,45,59,42,48,64,51
Marcus Hansson,0,3,2,54,50,59,62,60,76,60,46,56,52,54,38,61,59,49,58,81,82,42,55,51,61,65,43,50,36,39,41,35
Kevin Harbottle,1,3,4,72,74,25,26,22,48,71,57,15,68,48,55,67,65,83,78,65,50,86,80,33,47,69,58,57,63,57,51,58
Dinny Corcoran,1,3,2,53,54,16,17,18,60,56,57,18,50,38,35,35,35,62,65,70,60,65,72,70,54,54,53,51,48,40,60,48
Juli Piresinho,0,2,2,68,65,77,75,76,84,65,36,73,42,59,75,70,46,64,75,68,80,61,62,70,71,87,20,68,64,70,65,56
Vieiraldo Junior,0,3,2,70,67,71,70,77,78,70,58,68,54,64,76,68,62,67,68,78,78,62,60,85,60,74,30,48,32,31,40,39
Ryan Edwards,1,2,3,63,65,32,35,39,46,58,53,45,58,50,56,62,55,77,73,82,45,81,80,70,48,58,51,43,49,40,52,43
Damián Schmidt,0,2,2,48,49,64,63,64,65,57,49,59,30,42,40,45,38,62,63,66,73,51,55,68,65,52,31,33,35,33,51,26
Ashley Barnes,1,4,2,73,69,33,39,46,85,68,72,35,59,67,65,64,54,68,69,78,77,56,70,81,75,73,72,65,59,56,72,65
Stefan Bell,0,3,2,55,49,77,74,82,65,76,33,83,47,75,43,69,66,61,67,65,82,47,53,64,81,65,34,30,33,40,52,37
Fabio Bertoli,1,3,2,60,53,34,35,36,41,53,52,38,61,60,54,61,60,61,60,58,63,66,63,51,48,54,45,54,45,41,51,41
Nicki Bille Nielsen,1,4,3,69,68,32,25,30,86,64,69,32,65,55,48,57,50,70,69,64,76,58,78,90,64,75,67,64,48,51,63,70
Rolf Daniel Vikstøl,0,3,2,62,58,62,59,61,71,60,57,66,55,66,59,55,46,69,71,80,70,53,65,34,56,69,39,47,37,38,26,49
Francesco Caputo,1,3,3,69,63,15,11,13,50,69,69,14,51,70,33,59,31,83,82,72,74,74,81,91,66,69,72,58,52,41,74,73
Kévin Perrot,0,3,2,59,46,63,64,65,61,65,51,62,52,39,61,59,61,69,64,81,56,84,74,59,45,42,32,34,33,42,46,22
Alan Patrick,1,3,3,76,80,23,32,24,46,71,73,39,76,66,71,72,73,79,77,73,38,72,81,61,48,77,75,78,73,80,66,64
Alexandru Maxim,1,4,5,76,77,22,23,30,48,72,69,43,74,73,74,74,71,75,71,59,49,79,87,52,40,69,65,67,80,74,72,71
Facundo Píriz,0,3,2,64,52,59,68,71,79,72,53,68,64,44,63,66,64,64,67,76,77,60,58,82,52,54,33,53,49,54,56,43
Nicola Belmonte,0,2,2,49,41,71,72,70,71,67,39,70,31,58,68,62,57,68,65,64,70,60,57,56,65,66,20,50,22,61,36,29
Ben Tozer,0,3,2,41,40,55,61,63,69,53,43,51,36,39,57,42,47,60,65,84,83,68,56,60,51,68,38,54,43,25,58,53
Bob Straetman,1,4,3,65,67,23,30,30,31,64,54,18,57,64,62,63,43,70,75,72,49,64,71,49,36,62,59,64,52,64,62,52
Damian Byrtek,0,3,2,30,25,61,61,56,80,64,50,57,54,46,34,33,39,65,70,74,86,34,42,39,65,23,12,23,32,40,34,24
Lenny Nangis,1,3,3,74,73,13,18,18,36,68,68,19,67,56,68,69,59,77,83,70,57,81,81,37,58,65,67,59,46,48,63,64
Błażej Augustyn,0,4,2,57,45,60,62,63,62,63,31,62,49,66,46,56,57,54,54,56,83,44,57,76,67,67,41,46,41,31,53,29
Serge Aurier,0,3,3,79,76,78,83,82,81,82,74,78,71,75,80,78,71,84,85,87,84,78,76,93,77,78,65,58,69,30,66,50
Jordy Clasie,0,4,2,80,70,64,61,73,85,79,65,80,83,71,70,81,78,68,65,76,69,90,75,56,27,77,34,71,80,70,64,73
Gary Medel,0,4,2,74,68,78,82,84,89,80,58,86,72,78,55,78,76,77,76,88,78,92,78,92,68,65,31,59,35,45,62,61
James Vincent,1,3,2,64,66,34,41,44,59,64,57,43,65,63,47,66,58,64,64,74,71,72,73,74,44,54,54,50,40,42,58,43
Ivan Santini,1,4,2,68,60,26,25,34,76,74,72,40,62,67,29,69,43,44,47,79,88,40,50,75,80,79,80,72,37,46,75,70
Anton Miranchuk,1,4,3,68,72,25,31,30,31,72,63,22,66,54,62,67,63,66,74,72,68,70,69,49,44,66,61,60,58,43,71,46
Matúš Bero,1,3,3,71,71,58,50,59,55,67,60,60,68,64,63,65,62,77,77,73,75,68,68,63,59,74,65,68,66,65,55,70
Lee Sung Hyun,1,3,3,64,68,40,38,42,52,64,68,54,62,45,63,60,55,78,80,78,61,72,72,68,48,56,58,55,54,53,60,52
Paul Baysse,0,3,2,65,62,78,74,79,78,74,48,74,60,69,65,74,70,62,68,74,83,65,60,80,82,59,40,50,56,36,50,29
Michu,1,3,3,74,66,33,35,45,74,76,81,34,75,85,50,76,67,52,56,65,81,44,50,47,84,79,75,71,69,58,67,68
Emre Çolak,1,3,3,82,80,35,43,44,52,76,75,45,78,71,77,79,78,78,71,69,40,89,86,50,65,72,75,79,75,79,72,70
André Pinto,0,2,2,62,42,77,82,80,79,70,33,77,52,66,44,66,54,51,53,67,91,34,45,34,78,72,34,57,49,63,46,40
Cristian Torres,0,3,2,54,54,62,70,66,54,47,26,47,32,42,53,57,60,59,54,65,65,65,50,69,62,60,36,38,31,35,41,30
Nicolas Saint-Ruf,0,2,2,60,55,69,66,72,75,63,23,73,29,45,58,59,55,68,73,70,71,61,59,75,60,38,22,27,30,26,35,23
Yvan Erichot,0,2,2,53,37,67,64,66,76,64,27,66,35,58,46,48,39,68,75,74,83,50,57,75,68,51,28,27,28,34,50,24
Daniele Verde,1,4,3,77,75,28,35,37,58,58,56,24,68,64,64,68,60,91,90,72,33,93,85,49,46,72,50,60,68,43,59,60
Sinan Eryüksel,0,3,2,56,52,60,58,63,64,61,42,56,47,38,42,63,56,54,63,53,32,83,56,81,57,51,41,32,48,45,45,40
James Justin,0,4,2,56,51,52,57,58,50,52,34,42,42,55,55,53,50,62,72,70,55,56,55,51,47,45,32,31,34,35,38,32
Stephen O'Donnell,0,3,2,67,55,58,56,61,61,62,60,60,67,67,57,68,66,62,63,57,71,64,56,51,56,58,57,59,57,58,63,38
Sultan Ali Al Sawadi,1,4,3,66,67,22,24,23,46,59,57,26,55,57,64,61,47,91,82,70,64,87,89,76,37,55,54,48,61,52,54,52
Ilijan Micanski,1,3,3,61,64,14,19,12,29,51,59,12,42,47,32,51,32,62,65,65,65,54,56,67,62,62,65,61,33,28,63,52
Jeffrey Bruma,0,3,2,63,59,76,78,81,81,68,49,74,61,67,40,75,76,62,69,67,90,47,52,80,81,86,38,65,43,66,39,34
Alioune Fall,1,3,2,64,62,24,23,26,69,53,56,23,51,54,34,54,40,61,64,64,59,65,49,64,72,73,68,52,42,27,60,54
Ramon Cecchini,1,3,3,64,62,42,42,31,46,58,46,33,61,63,51,54,53,70,71,59,59,84,60,59,42,61,41,43,49,45,53,42
Shaun Barker,0,3,2,57,38,70,61,67,68,61,54,69,53,73,41,62,60,30,33,31,77,50,50,80,71,51,47,34,41,46,44,42
Juanto,1,3,3,69,70,17,14,15,36,71,66,18,55,68,45,63,56,69,75,72,70,65,73,73,59,74,69,61,58,44,68,56
Eder Pinhanços,0,3,2,48,24,73,70,67,66,60,25,77,43,54,52,49,45,41,61,55,60,71,60,75,58,43,28,22,35,45,51,22
Viktor Patrashko,0,3,2,45,60,52,62,61,56,59,51,60,40,38,52,38,39,74,75,62,58,52,67,60,47,36,33,32,39,39,40,30
Lucas Orbán,0,3,2,67,57,75,82,80,79,70,59,74,58,71,72,67,64,64,68,69,74,57,64,75,64,67,48,49,74,44,61,47
Abdul-Basit Agouda,1,3,2,52,45,19,13,12,26,49,55,16,46,45,31,44,28,75,75,59,56,78,68,65,52,47,55,51,33,31,62,40
De Marcos,0,3,3,81,76,66,80,80,76,85,80,79,66,76,78,77,69,85,91,93,74,74,77,78,59,73,59,56,77,53,55,57
Júnior Díaz,0,2,2,64,60,65,70,70,71,65,53,70,57,58,67,68,70,63,67,73,67,59,64,79,73,59,43,53,70,58,54,44
Mariano Bareiro,0,2,2,64,65,59,55,58,58,63,49,70,62,48,42,67,63,71,69,70,63,59,69,62,64,59,53,59,41,63,45,45
Thomas Meißner,0,3,2,54,44,66,62,66,70,61,20,62,35,50,32,57,51,50,53,64,80,56,42,69,68,59,31,38,30,31,39,38
Roberto Ovelar,1,4,3,76,75,29,23,29,54,73,80,23,69,66,58,72,55,58,51,52,83,60,71,80,78,70,75,66,54,60,61,69
Douglas Estay,0,3,2,48,53,55,57,59,61,49,60,39,55,45,61,65,56,75,70,66,67,55,71,51,52,59,39,38,49,38,49,45
Roberto Firmino,1,4,4,83,87,30,42,64,64,81,84,37,83,76,72,83,76,79,79,86,76,81,82,81,73,79,82,80,80,67,72,78
Yeison Guzmán,1,3,3,44,46,15,13,17,32,47,57,14,48,40,28,35,25,82,65,51,34,92,56,57,48,52,59,48,35,30,63,44
Rod Fanni,0,3,2,70,62,72,80,72,71,65,53,73,52,56,70,67,66,74,76,65,76,69,68,75,70,73,44,58,57,64,65,33
Fabiano Pulheim,1,3,3,62,59,23,22,24,52,64,65,57,58,55,53,55,58,68,65,54,56,50,58,52,58,65,69,59,53,58,62,55
Marco Tagbajumi,1,2,2,61,63,13,13,18,31,58,62,19,43,51,52,56,42,82,80,51,70,64,73,76,62,66,67,54,37,32,63,58
Brandon Thomas-Asante,1,3,3,57,58,22,21,24,34,35,53,24,54,50,56,54,52,72,74,49,63,66,70,47,39,48,46,41,39,30,48,39
Charlie Rowan,0,3,2,43,39,51,52,53,67,50,30,51,33,48,28,44,49,56,58,51,66,52,55,66,49,49,33,45,30,34,45,32
Keano Deacon,1,2,3,51,45,30,20,18,30,46,38,22,46,44,42,48,32,76,77,75,37,84,61,43,36,42,42,36,38,34,44,44
Matías Delgado,1,4,4,81,74,13,15,13,65,65,72,61,83,78,76,82,79,71,62,72,81,72,74,56,56,71,71,73,84,81,84,69
Nélson Monte,0,2,2,53,48,72,69,72,60,61,41,69,36,38,52,54,41,58,62,65,78,55,60,81,64,35,28,31,38,32,46,28
Venanzio Meirás,1,4,3,72,64,32,41,37,38,68,75,47,73,74,56,69,68,44,55,54,59,59,53,58,57,62,68,72,73,70,72,71
Stef Peeters,0,4,3,72,70,50,54,56,44,68,64,57,76,69,75,75,77,66,68,73,65,60,53,68,55,72,63,74,82,78,73,68
Aaron Morris,0,3,2,61,58,60,56,58,55,57,41,59,48,53,48,61,56,68,65,75,72,63,64,64,55,49,33,36,30,48,38,46
Marco D'Alessandro,1,3,3,73,71,22,23,22,38,60,61,21,60,64,65,66,55,88,88,79,46,86,90,49,44,68,58,63,57,50,58,63
Ransford Selasi,0,3,2,64,58,57,58,60,68,58,50,58,48,61,37,65,56,74,69,70,69,64,66,68,50,53,23,45,41,33,31,42
Andreas Beck,0,3,3,74,74,79,75,76,74,76,47,74,59,77,74,75,71,75,73,78,67,71,73,66,71,70,29,62,77,65,42,32
Serge Gnabry,1,3,4,77,84,41,45,46,63,73,70,37,69,64,70,76,64,89,88,66,68,80,78,64,47,81,73,70,56,62,69,76
Nico Schulz,0,2,2,74,75,67,72,74,67,72,66,68,65,67,67,73,63,88,86,77,72,72,74,60,55,63,46,38,59,42,56,49
Filipe Morais,1,3,3,64,67,35,32,29,69,64,61,50,63,57,62,58,54,77,79,67,59,85,72,82,40,61,50,46,65,63,59,44
Sid Nelson,0,3,2,52,38,58,66,68,79,56,23,63,30,45,32,44,46,50,55,62,70,52,50,58,59,39,23,19,29,25,37,30
Clarck Nsikulu,1,3,3,68,70,23,19,21,32,61,69,30,64,49,62,61,43,80,80,60,65,69,75,63,54,59,59,58,59,39,66,61
Cris Martinez,1,3,3,68,70,24,17,13,48,67,69,16,59,62,61,64,55,83,82,73,65,85,84,74,70,73,66,70,50,45,73,55
Neil McLaughlin,1,2,2,45,43,22,31,33,52,40,44,45,47,47,34,51,48,70,69,63,56,72,52,53,34,48,47,30,34,30,39,41
Robin Maulun,1,3,2,62,66,43,50,52,57,60,61,26,68,60,52,65,63,66,69,49,34,71,66,53,48,55,53,53,53,53,56,48
Cedric Evina,0,3,3,62,65,53,61,63,65,55,52,59,62,50,64,66,49,80,84,78,81,80,85,84,54,59,40,42,54,64,47,31
Fatai Alashe,0,3,2,63,59,56,60,67,78,68,56,67,50,69,37,66,55,69,68,82,74,64,63,83,71,50,33,53,32,39,38,35
Julian Kristoffersen,1,2,2,51,45,19,23,23,53,46,44,18,44,40,26,40,28,48,58,60,70,43,51,56,57,50,54,47,30,25,50,40
David López,0,3,2,75,63,72,74,81,77,72,59,78,68,67,53,78,64,58,63,82,83,57,49,61,69,77,65,64,48,46,50,56
Philipp Malicsek,1,2,2,67,62,52,58,54,63,67,58,59,65,61,49,71,65,68,72,73,56,69,65,57,53,59,46,48,55,43,45,42
Rhayner,1,3,4,74,78,56,32,38,70,60,67,41,64,69,57,67,57,91,90,86,66,73,80,81,58,68,62,58,52,62,54,61
Nilson Padilho,1,3,3,73,65,45,40,43,74,76,72,40,73,68,48,71,74,67,74,67,67,72,78,80,60,72,56,49,46,49,49,63
José Guillermo Ortiz,1,4,4,62,60,22,23,22,56,58,65,21,51,59,63,60,56,77,76,74,59,67,62,70,57,70,68,61,52,56,62,66
Henrik Castegren,0,2,2,32,27,58,54,56,52,54,23,52,35,44,40,50,46,64,65,52,64,38,38,58,46,42,19,28,33,28,39,27
Jérémy Ménez,1,4,4,86,85,16,20,20,48,77,78,34,73,74,70,77,55,78,78,69,55,75,79,69,60,68,76,70,79,70,81,76
