Thomas Partey,7,3,2,73,65,65,76,81,74,74,60,75,69,49,43,77,73,66,72,84,84,55,64,82,66,76,54,63,59,41,46,53,76
Victor Bernárdez,0,3,2,63,60,68,65,72,85,65,57,66,47,64,53,58,63,55,55,73,86,48,56,77,64,86,39,59,42,70,64,49,71
Corentin Tolisso,7,3,3,78,74,75,73,80,81,81,78,78,77,74,67,83,82,74,75,86,79,73,74,89,82,80,75,75,66,73,70,62,81
Emil Ekblom,25,5,2,49,51,12,12,18,30,55,54,18,49,45,29,41,33,52,52,58,57,65,58,72,57,57,63,49,41,33,66,40,55
Alpay Koçaklı,17,3,2,62,60,42,54,59,62,59,43,54,55,38,62,64,62,61,62,76,58,61,63,59,53,59,43,42,57,48,52,45,60
Robin Buwalda,0,3,2,49,47,67,61,61,60,47,43,63,30,52,51,61,62,59,71,67,78,49,50,69,69,54,23,37,40,35,41,30,65
Jermain Defoe,25,4,3,77,78,24,11,20,63,80,87,19,67,84,54,68,43,78,77,73,62,88,83,74,68,88,87,81,63,68,71,83,81
Wang Shenchao,4,3,3,57,57,59,71,68,67,76,42,78,34,40,42,55,26,74,71,74,73,69,60,66,54,27,24,27,35,28,34,27,67
Kasper Larsen,0,2,2,56,38,68,69,72,58,64,23,62,35,51,30,56,46,74,71,65,79,48,44,69,72,50,24,29,23,22,37,26,69
Anders Trondsen,16,3,2,66,66,61,63,57,75,66,62,69,68,64,66,68,68,81,78,79,65,73,80,58,50,67,48,64,68,68,60,45,68
Francisco Castro,9,3,3,68,69,26,21,36,59,67,64,53,56,53,63,57,50,79,79,64,65,65,73,56,50,65,67,56,52,51,53,69,65
Gelson Dala,18,4,4,70,79,20,21,19,46,70,64,21,57,64,45,54,38,87,85,74,59,87,87,68,65,72,70,62,66,55,70,68,69
Luis Rodríguez,4,2,3,71,70,64,60,64,40,66,61,67,66,68,68,69,64,86,85,83,67,72,78,63,56,68,56,67,59,60,40,57,70
Song Si Woo,16,2,2,70,70,40,41,38,55,61,71,39,61,63,66,66,61,74,73,50,57,61,68,35,45,59,64,58,58,46,53,47,68
Emiliano Ozuna,25,3,2,60,58,13,17,21,29,59,57,19,47,48,36,54,35,74,76,55,33,93,66,62,61,53,63,59,39,33,68,55,60
Chris Pontius,16,4,3,68,71,54,43,61,70,75,74,47,62,72,64,67,61,69,69,75,72,68,76,76,70,75,69,68,66,60,66,60,70
Daniel Follonier,16,3,3,67,68,21,16,20,49,57,57,26,62,55,66,58,56,70,79,60,63,57,64,59,48,65,66,69,56,52,62,55,65
Henry Wingo,17,3,3,62,63,23,34,26,43,43,49,25,47,51,53,43,47,74,70,82,51,61,60,71,51,71,54,42,43,42,49,59,58
Tomás Spinelli,7,2,2,51,58,56,60,60,64,56,41,60,47,40,50,68,61,58,64,52,36,86,51,60,58,55,39,37,44,46,50,40,59
Richard Neudecker,3,3,3,66,65,50,55,48,54,58,52,55,64,58,59,68,66,76,69,66,38,83,86,69,33,66,44,46,63,51,39,39,63
Holly Tshimanga,16,3,3,57,59,21,19,23,41,53,51,17,56,53,56,48,41,87,89,58,37,85,81,51,37,60,55,41,46,32,41,44,60
Paweł Stolarski,4,3,2,63,62,62,64,61,52,53,61,56,62,49,65,65,62,82,83,83,72,66,68,55,55,55,51,48,48,36,47,52,66
Ramon Motta,3,3,3,74,75,65,69,70,80,71,74,72,67,73,75,73,72,78,79,68,55,77,79,70,59,81,66,74,74,69,61,70,74
Ben Whiteman,17,3,2,58,55,48,57,56,67,55,45,56,50,57,57,59,56,73,70,73,64,74,71,66,54,54,50,52,51,56,40,41,59
Mario Pašalić,7,4,3,76,74,68,64,68,76,76,71,71,73,73,68,78,74,65,69,77,77,54,68,69,65,77,68,75,69,57,61,64,75
Pablo Hernández,9,3,4,82,81,42,36,47,54,68,72,49,78,80,75,72,69,74,75,65,51,80,80,67,53,76,67,77,81,77,72,65,76
Luciano Abecasis,4,3,3,62,79,75,72,69,75,77,43,65,68,58,78,67,59,84,82,70,60,69,77,70,57,42,33,37,68,39,47,48,73
Lawrence Olum,7,3,2,60,48,64,63,65,74,57,48,64,50,50,47,63,62,55,55,69,82,47,56,64,67,55,49,48,39,32,37,50,67
Courtney Duffus,25,2,3,57,61,23,24,24,40,63,46,22,62,54,36,61,48,69,54,58,67,63,58,51,50,67,64,64,63,38,57,55,60
Javier Güemez,7,3,2,71,64,71,71,72,86,63,64,71,67,73,66,67,66,69,68,80,86,66,67,83,62,70,61,70,73,58,51,62,69
Ambrosio Da Costa,25,3,3,65,59,15,19,12,31,54,62,13,48,65,54,68,55,70,75,54,67,62,63,65,51,57,64,60,60,31,70,50,62
Adam Campbell,25,2,2,58,60,20,14,19,31,60,58,16,46,53,45,58,50,81,90,53,54,81,80,79,60,64,59,54,59,40,63,56,62
Tobias Hysén,25,3,2,62,64,30,26,28,64,78,80,25,65,74,64,62,51,83,78,69,60,72,65,84,65,68,76,63,68,61,62,75,72
Ohi Omoijuanfo,9,3,2,68,68,46,39,36,75,63,66,54,56,74,56,64,57,70,75,76,73,51,73,64,60,71,64,66,55,52,49,64,66
Steven Grogan,9,2,3,50,51,34,39,44,38,47,42,33,51,48,51,52,50,68,64,63,52,69,66,55,42,51,44,41,53,45,52,44,51
Reece Burke,0,3,2,50,52,64,66,67,64,50,30,65,38,58,45,58,52,66,68,60,70,49,51,62,63,53,20,17,31,23,40,18,65
Mouhamadou-Naby Sarr,0,3,2,54,49,62,64,66,64,57,31,58,51,58,36,67,55,40,53,52,92,32,34,55,70,45,26,28,29,34,42,31,67
Halil İbrahim Pehlivan,3,3,2,65,63,64,74,73,63,64,52,65,48,43,62,55,43,67,67,66,67,61,52,61,52,58,45,56,60,45,42,45,67
Giovanni Di Noia,3,2,2,62,53,53,62,64,55,49,50,51,48,40,60,65,63,71,69,75,60,65,59,63,48,57,32,36,41,39,52,37,62
Wilfried Moimbé,3,2,2,66,65,63,67,71,63,72,52,64,59,38,67,65,61,78,78,80,62,81,75,63,46,46,36,44,41,39,51,52,69
Manuel Villalobos,25,3,3,65,66,18,14,13,33,57,71,13,55,58,35,69,58,62,61,50,59,70,55,58,58,66,70,65,65,61,70,70,66
Ali Ahmed Hazazi,25,2,2,52,49,24,27,25,35,47,50,31,48,45,33,53,48,58,53,59,64,51,51,46,52,51,55,53,31,28,46,44,53
Padilhisco,16,3,2,76,77,71,74,75,45,61,51,66,51,34,74,67,67,82,83,81,72,67,71,60,62,62,56,61,66,56,55,45,74
Mariusz Pawelec,0,3,2,61,51,67,71,67,70,52,51,71,40,52,50,61,55,65,62,70,64,72,61,80,54,43,41,55,36,46,42,49,65
Norberto Briasco,25,2,2,58,55,18,22,14,28,51,53,20,47,50,39,50,41,56,64,52,52,67,54,61,69,54,65,59,44,38,68,44,59
Jean Zimmer,16,3,2,70,69,70,71,70,66,69,56,67,51,63,74,72,59,83,85,82,59,91,84,76,40,58,53,50,60,39,42,47,70
Florent Hadergjonaj,4,3,2,71,66,67,71,70,64,66,57,63,60,52,75,68,68,75,77,74,66,72,70,71,62,59,47,41,44,42,44,41,71
Glen Johnson,3,4,3,76,78,77,80,77,75,74,68,69,68,72,75,75,70,77,77,79,72,68,73,77,68,79,58,70,69,54,60,56,77
Misael Riascos,17,3,3,60,66,26,23,34,51,55,63,20,55,53,58,61,49,85,86,64,65,72,72,74,59,62,66,59,48,31,55,58,65
Adriano Pardal,9,4,3,73,70,28,25,23,51,63,65,49,64,61,54,65,62,66,67,74,76,59,64,61,58,69,62,64,66,68,63,64,67
Alejandro Contreras,4,3,2,57,47,71,68,63,59,63,44,66,37,47,52,66,62,57,53,72,83,48,50,75,76,41,48,36,37,42,44,36,69
Micah Richards,4,3,2,63,60,62,76,74,85,56,52,71,51,61,65,63,56,74,76,50,88,67,70,90,77,63,40,39,45,32,53,43,74
Kristoffer Haraldseid,4,3,3,69,60,62,62,63,52,52,60,59,63,69,61,61,60,70,75,66,60,63,74,57,57,67,47,52,52,53,43,59,63
Shintaro Kurumaya,3,3,2,66,65,63,68,66,47,69,57,66,56,65,65,55,49,82,76,86,65,64,81,71,52,70,50,64,67,30,31,56,69
Joey Groenbast,4,3,2,63,53,62,67,67,50,46,26,61,30,48,52,66,60,71,63,63,70,62,61,70,55,48,34,35,34,32,40,38,63
Jean-Marie Dongou Tsafack,25,3,3,61,60,15,12,19,50,67,68,18,50,48,53,67,43,87,87,67,72,78,92,84,58,77,65,58,45,33,45,63,68
Liam Mandeville,25,2,2,53,51,15,12,14,26,55,48,13,43,42,41,42,34,74,70,66,57,65,62,72,47,61,56,55,53,55,58,34,55
Antonio Ramírez,25,3,2,52,47,18,19,22,33,47,53,11,45,40,33,45,44,68,69,60,53,65,60,68,59,47,57,46,38,32,55,36,54
Bae Seung Jin,7,3,2,57,56,60,62,65,40,53,30,60,47,47,21,53,52,56,67,66,69,63,63,75,58,29,24,37,29,27,39,23,58
Fedor Černych,25,3,2,65,64,20,13,13,35,63,67,14,59,59,59,61,53,76,74,84,59,65,65,75,57,61,65,59,47,40,58,57,65
Markus Schwabl,0,2,2,56,48,59,63,64,76,57,42,58,41,55,56,54,49,71,76,82,66,71,67,74,58,49,33,43,49,38,48,36,64
Roberto Kakeeto,7,3,2,54,47,48,52,54,70,56,34,58,46,45,40,57,53,65,72,69,70,55,68,64,49,55,32,33,36,35,38,34,57
Pascal Gregor,0,3,2,57,50,71,64,68,50,67,31,59,42,52,30,60,52,66,68,74,63,63,71,81,54,41,21,22,25,15,12,29,64
Ganso,9,3,4,84,85,41,37,45,56,75,74,47,87,85,83,86,84,36,34,71,67,56,67,33,65,77,72,79,80,76,76,75,80
Ariel Martínez,9,4,2,67,65,36,43,36,59,53,48,42,61,49,34,65,64,68,69,65,70,72,74,62,53,59,40,57,40,35,37,32,60
Lucas Cueto,17,3,3,63,66,31,35,30,37,40,53,25,57,49,55,53,42,75,72,56,32,82,83,72,45,62,48,59,56,53,56,56,59
Dean George,25,2,2,48,44,16,15,18,25,49,46,15,41,47,34,47,32,64,62,62,49,62,58,57,48,48,53,47,36,31,53,36,51
Youssouf Koné,3,3,2,60,65,55,60,61,64,62,50,54,39,41,50,56,40,73,74,65,59,73,68,56,47,36,30,34,47,40,43,28,60
Janoi Donacien,3,2,2,52,48,59,62,63,70,49,42,61,43,52,55,55,42,79,80,67,75,61,62,71,62,50,23,35,24,24,46,37,62
Vicente,16,3,3,65,61,42,36,47,61,68,62,42,71,50,78,76,79,53,51,58,69,69,58,33,46,71,64,75,80,72,63,49,67
Grégory Berthier,9,2,2,65,64,31,26,23,31,55,63,26,63,57,63,68,64,70,73,71,65,75,62,51,47,65,59,57,64,70,58,42,66
Diego Novaretti,0,3,2,50,32,72,70,76,70,55,13,77,42,62,34,62,62,51,49,62,90,34,38,36,73,31,26,26,46,39,30,15,72
Andrea Esposito,0,2,2,40,35,67,61,65,63,63,13,62,14,62,12,50,46,60,34,72,89,50,57,59,62,41,15,33,20,12,11,27,65
Jonathan Correia,4,2,2,62,59,66,66,68,63,60,51,63,40,45,66,60,49,65,63,56,40,78,60,61,50,33,32,34,43,37,49,36,64
Richard Duffy,0,3,2,52,44,58,56,57,59,56,33,56,39,59,49,58,56,56,60,73,64,67,56,65,64,40,33,34,37,25,24,17,60
Gwon Han Jin,0,2,2,55,48,61,63,62,52,55,34,64,42,50,40,56,58,54,61,60,68,60,50,73,59,36,43,37,22,25,33,31,62
Sebá,25,3,3,72,69,50,45,45,74,74,75,49,68,67,74,72,64,88,85,77,78,69,76,64,57,83,72,74,63,64,64,70,74
Arouna Koné,16,4,3,75,75,22,26,43,47,71,73,28,66,72,61,67,49,75,78,73,84,61,75,78,72,80,73,70,57,56,67,71,75
Ricardo Bagadur,0,2,2,44,32,64,66,70,67,57,25,64,35,55,35,41,46,52,55,64,74,51,49,68,61,43,28,28,36,34,44,36,65
Mauricio Isla,4,3,3,75,76,74,78,74,76,74,72,76,68,74,80,75,73,81,75,81,68,78,85,61,52,65,50,67,80,64,71,58,77
Borja García,16,3,3,75,72,44,51,68,47,70,68,66,72,61,63,74,70,84,77,73,69,78,78,72,53,65,71,70,65,51,62,59,73
Daniele Dessena,4,3,3,70,70,60,76,76,82,68,68,74,67,70,66,66,69,74,67,79,68,68,72,67,67,73,55,78,66,64,56,66,71
Ben Sheaf,0,2,3,47,43,50,51,55,54,51,43,48,49,55,39,53,48,60,64,57,58,72,61,59,49,53,43,39,42,41,48,38,53
Facundo Sánchez,4,3,3,71,72,68,69,70,72,78,56,62,60,66,62,64,59,93,89,84,61,73,75,55,57,67,56,64,51,40,62,51,72
Christian Santos,9,3,2,72,67,37,33,37,58,71,78,22,65,75,68,69,67,59,64,71,65,57,68,74,70,69,77,75,79,71,80,81,73
Rúben Neves,7,3,3,75,73,69,68,74,70,72,63,75,74,68,72,80,78,65,66,74,69,67,68,73,61,77,59,74,75,70,59,64,75
Amorrortu,25,3,4,65,64,15,15,12,33,60,59,40,55,61,56,61,48,75,72,60,55,64,65,60,58,61,66,58,41,26,54,51,63
Goudiaby Lemouya,7,3,2,62,57,48,62,57,64,53,40,47,58,48,47,70,57,59,59,53,62,66,55,61,54,61,34,40,45,42,46,38,58
Mirnes Pepić,7,4,3,67,66,62,58,61,54,59,56,59,63,48,52,66,63,68,65,59,60,74,73,67,44,61,48,50,61,49,48,45,63
Mike Jones,17,3,3,66,67,36,45,54,60,57,58,51,64,50,66,62,59,90,83,73,65,60,60,79,27,64,61,66,64,66,51,52,63
Fran Rodríguez,4,3,2,58,62,63,70,69,57,66,67,69,36,47,62,62,47,71,70,62,42,67,63,57,59,60,45,33,41,67,46,29,67
Abdullah Haif Al Shammari,3,3,2,50,47,54,55,56,61,57,36,58,40,33,46,53,40,60,64,63,69,53,62,65,49,28,23,29,30,28,33,23,57
Erkan Kaş,3,3,3,74,72,63,62,67,74,67,62,68,64,66,69,67,64,76,75,71,62,72,76,56,53,72,55,67,68,64,56,63,69
Chiki,25,4,4,64,70,34,35,30,36,47,52,23,51,55,44,63,58,78,80,61,45,82,60,60,46,55,56,46,40,44,62,51,61
Vladimir Koman,9,4,3,63,64,51,45,50,58,65,62,57,72,60,67,75,72,72,70,59,56,70,70,56,59,62,60,66,67,65,69,63,68
Chris Duvall,4,2,2,63,64,66,66,68,65,57,61,64,41,54,59,63,55,82,84,69,64,72,73,64,56,56,21,36,54,33,38,38,67
Dan Metzger,7,2,2,51,49,45,49,51,60,56,41,51,39,47,46,55,51,71,73,73,57,74,58,66,49,56,35,48,41,43,58,36,54
Jon Toral,9,4,3,73,70,38,41,48,46,62,73,46,74,59,68,74,67,58,67,66,70,58,58,51,59,71,65,64,55,59,49,63,71
Paolo Fernandes,18,3,3,58,60,40,16,20,48,49,58,37,52,55,52,57,49,77,79,68,47,88,80,46,38,68,61,65,55,48,59,54,61
Ruben Loftus-Cheek,9,4,2,70,68,64,61,67,52,55,68,62,67,71,36,75,65,69,73,76,78,71,62,60,57,51,61,47,31,31,45,31,68
Claudio Marchisio,7,4,4,85,84,72,78,78,78,86,82,82,84,84,76,87,85,79,79,83,71,79,81,67,68,82,65,82,78,78,78,76,86
Panagiotis Kone,9,3,3,76,75,49,49,59,59,70,73,49,69,59,68,74,67,75,80,69,69,59,80,59,59,74,67,80,66,59,59,67,74
Kofi Opare,0,2,2,51,50,67,62,67,75,60,48,67,38,56,42,60,46,64,69,69,78,47,56,74,61,37,38,25,27,28,35,30,67
Víctor Vázquez,9,2,3,76,71,25,22,32,32,80,70,52,81,81,71,78,73,54,46,55,58,71,69,34,38,64,68,72,73,74,72,69,72
Daniel Leadbitter,4,3,2,55,57,60,62,61,54,55,36,56,42,48,57,57,45,89,90,76,68,54,79,72,59,39,41,27,53,45,41,29,64
Fafà Picault,17,3,3,65,68,22,26,25,41,66,63,22,52,65,56,64,48,90,87,48,38,84,84,90,56,71,66,59,59,43,59,64,66
Kosuke Ota,3,2,3,71,72,57,66,64,61,61,62,66,66,66,76,72,71,74,72,78,57,74,73,64,48,69,48,56,78,69,63,56,68
Zakaria Labyad,9,5,4,80,77,24,28,36,32,71,67,31,66,72,70,73,65,78,77,70,56,83,78,69,49,75,64,74,78,73,68,74,73
Kentaro Oi,0,3,2,42,23,65,67,69,62,52,34,62,35,57,49,40,42,54,50,88,77,59,74,81,65,34,24,22,26,23,36,21,65
Baptiste Guillaume,25,4,2,71,68,20,22,18,49,62,73,19,50,48,58,68,51,67,42,56,77,56,68,65,72,72,68,58,36,29,59,58,69
Christopher Telo,16,4,2,67,70,58,62,58,66,61,50,68,57,69,63,66,63,80,79,83,57,84,82,60,37,59,32,53,66,63,49,46,66
Diego Capel,17,2,4,79,80,32,26,49,67,71,71,45,62,74,71,65,60,86,78,69,33,94,93,52,70,64,63,62,73,55,74,64,73
Saeed Al Dosari,17,2,3,65,55,49,52,55,56,61,55,45,46,45,53,60,54,73,75,77,53,79,77,77,45,53,41,41,50,39,49,40,59
Yamilson Rivera,9,3,3,68,67,20,19,18,54,66,64,12,57,51,39,57,47,87,88,80,56,71,79,75,57,65,67,52,54,28,64,48,66
Dramane Konate,0,2,2,49,43,56,60,55,68,59,23,59,22,57,25,48,42,61,63,55,69,58,55,66,55,35,15,24,24,22,33,20,60
Joel Allansson,17,3,2,68,62,46,55,57,65,58,52,56,69,54,60,66,64,66,59,69,58,90,75,85,33,52,45,53,68,52,36,32,64
Stijn De Smet,9,4,3,70,71,38,41,49,69,66,70,49,71,68,66,68,61,51,56,71,68,64,63,65,63,66,66,68,65,66,69,64,68
Varela,17,5,4,76,77,39,35,45,48,71,74,41,67,77,74,71,65,78,73,62,76,72,75,54,64,85,74,78,73,56,74,68,74
Samuel Gigot,4,2,2,63,57,68,72,69,76,66,39,72,49,58,67,66,61,61,70,73,77,57,61,71,70,44,20,27,34,33,36,25,71
Nicolas Schindelholz,0,3,2,50,44,73,64,69,57,52,40,61,46,58,48,48,52,43,53,75,72,71,57,80,63,65,32,42,56,45,48,38,65
Joel Byrom,7,4,2,63,54,47,48,51,50,56,60,46,66,61,60,66,64,52,55,73,71,59,58,72,46,63,52,66,65,65,64,47,63
Rick van Drongelen,0,4,2,60,44,68,65,65,63,62,22,64,56,58,38,65,65,65,72,65,77,57,55,72,62,29,20,21,44,50,48,35,67
Alan McCormack,4,3,2,61,56,60,62,66,83,60,51,63,56,72,64,64,63,52,34,68,65,78,60,74,48,72,32,60,65,68,53,45,65
Yoann Gourcuff,9,4,4,84,83,48,49,55,68,64,70,52,83,74,76,81,82,68,68,40,76,68,77,71,73,78,66,76,82,79,76,70,79
Ben Reeves,17,3,3,65,66,52,56,61,36,55,51,48,56,54,59,66,58,74,72,75,60,85,82,81,44,58,65,66,56,45,61,41,64
Yuki Saneto,0,3,2,41,36,60,56,55,52,61,26,64,29,66,29,43,35,71,65,66,73,66,71,80,56,41,28,25,26,25,33,25,60
Marcinho,17,3,3,76,79,58,57,58,64,67,64,55,67,65,72,66,66,74,71,57,65,65,76,55,46,68,68,73,62,77,78,59,71
Zoumana Bakayogo,3,3,2,62,60,57,63,61,69,60,59,58,53,47,59,59,61,78,76,74,77,63,71,75,44,45,33,46,39,42,35,35,64
Domingos Quina,9,3,4,67,69,19,24,27,53,55,51,26,59,59,54,59,57,70,72,57,42,77,79,51,30,55,45,56,58,43,45,46,62
Johannes van den Bergh,16,3,2,63,61,64,70,68,59,67,59,66,48,59,67,64,56,72,75,74,70,65,63,70,59,58,32,39,52,45,49,35,69
Nathan Júnior,25,3,2,69,66,30,27,32,55,67,65,24,63,50,53,59,55,77,77,71,73,64,70,63,64,68,70,60,43,46,61,62,69
Damien Dussaut,4,3,2,57,56,66,68,66,62,60,45,61,37,44,64,59,40,73,73,62,64,67,68,69,57,42,34,27,40,37,47,32,65
Pavel Alikin,7,2,2,51,44,69,70,72,71,64,36,65,56,63,33,41,28,50,52,77,71,59,58,75,65,34,36,40,22,26,44,53,68
Aurtenetxe,3,3,2,62,58,67,68,66,69,59,58,63,59,56,68,68,55,67,67,75,73,64,69,74,70,58,47,48,74,59,45,38,67
Lihué Prichoda,16,2,3,66,69,25,29,31,76,56,64,25,57,53,61,61,49,80,79,54,58,69,68,52,49,60,58,59,45,39,53,48,65
Mërgim Mavraj,0,3,2,63,36,78,76,81,74,69,20,69,49,70,47,65,45,50,53,63,79,47,53,74,77,45,25,26,43,53,51,33,76
Jonathan Ngwem,0,3,2,34,32,54,65,68,49,48,28,61,35,50,26,36,31,65,60,64,60,70,46,71,54,47,26,27,36,31,44,36,58
Emre Çolak,16,3,3,82,80,35,43,44,52,76,75,45,78,71,77,79,78,78,71,69,40,89,86,50,65,72,75,79,75,79,72,70,79
Kaina Yoshio,9,3,3,48,50,36,42,41,48,44,42,23,55,57,43,62,56,73,75,60,36,85,70,53,42,48,33,30,45,36,44,38,53
Matthew Bates,0,3,2,43,39,54,54,61,65,52,40,63,38,57,39,49,42,58,64,73,62,69,44,74,51,41,25,36,53,32,37,37,59
Leon Bailey,16,4,4,78,80,12,18,27,57,69,67,21,68,68,73,71,67,94,93,71,56,77,89,87,57,79,63,77,75,73,71,74,76
Leart Paqarada,3,3,2,68,66,66,65,70,64,66,53,59,57,64,73,66,63,75,77,74,63,64,69,61,55,61,36,45,72,70,39,41,69
Jakob Blåbjerg,0,3,2,64,49,64,62,64,42,58,43,59,33,41,64,60,54,74,75,71,62,66,60,71,54,48,29,33,30,21,38,24,65
Yangel Herrera,7,3,2,64,54,66,63,65,63,63,49,64,45,43,44,65,62,64,68,72,58,70,60,55,60,54,34,40,39,37,39,30,65
Lautaro Geminiani,4,3,2,61,69,58,67,64,72,59,57,68,39,53,70,59,55,74,77,70,59,66,70,59,54,38,30,30,39,22,27,28,66
Carlos Cisneros,17,4,2,70,73,29,30,32,30,66,65,19,60,51,72,60,56,80,81,70,64,77,78,62,56,71,64,75,64,49,58,59,69
Vladislavs Gabovs,4,2,2,63,60,64,63,64,63,50,70,59,62,37,47,66,64,70,74,70,70,75,75,64,41,54,40,40,50,32,44,37,62
Blake Powell,9,3,2,60,60,20,15,17,26,61,61,17,52,55,43,56,33,76,70,70,58,59,64,61,59,60,64,48,45,26,59,59,62
Simon Hedlund,16,4,2,69,74,34,23,14,76,62,62,20,60,67,64,65,53,91,90,72,46,79,88,36,44,68,67,59,69,53,43,60,70
Luka Zarandia,17,3,4,62,71,20,29,26,34,56,54,25,48,61,53,52,47,73,75,49,59,75,74,34,33,58,57,56,53,47,60,51,60
Wilmer Boyacá,16,2,2,60,58,47,54,57,59,65,42,63,58,48,55,58,55,73,70,74,56,77,79,57,63,53,26,49,60,49,28,23,62
Stipe Perica,25,2,2,68,63,19,17,23,66,68,79,25,50,65,44,58,38,69,71,68,74,50,62,72,77,75,74,62,44,44,61,65,73
Mauro Rosales,9,3,3,72,66,34,39,47,53,70,65,45,67,72,70,67,63,59,62,53,56,75,63,52,52,67,56,60,79,73,69,61,66
Billy Clarke,25,2,3,65,66,28,29,35,68,64,67,25,72,66,53,55,34,67,73,65,70,92,88,92,58,70,65,61,58,51,67,64,66
Nicolás Palacios,7,3,2,59,52,72,61,74,76,62,50,65,53,56,36,57,59,53,45,90,75,49,64,32,60,43,37,41,44,38,33,34,67
Erik Jendrišek,16,3,3,69,63,30,44,47,56,53,63,46,64,72,59,65,57,79,79,70,66,73,74,80,70,62,64,64,66,48,63,70,66
Urko Vera,25,3,3,58,53,17,20,44,67,73,74,30,41,54,41,53,33,50,35,66,91,44,54,68,77,76,68,51,41,47,43,75,67
Gary Miller,6,3,2,61,59,63,58,63,64,62,15,58,57,58,60,62,59,64,70,71,71,73,70,60,57,49,29,23,54,20,25,12,63
Gianmarco Zigoni,25,4,3,74,66,26,34,42,48,60,66,30,55,65,40,56,30,64,68,66,78,45,68,78,69,70,61,53,49,41,60,64,67
Nicolas Lombaerts,0,2,2,59,55,81,77,81,71,72,39,79,48,76,63,75,73,33,48,70,82,54,56,77,83,67,38,53,59,57,48,43,79
Bernardo Cruz,0,3,2,59,31,69,61,67,74,59,33,66,42,51,26,64,57,34,56,61,86,44,59,73,76,56,36,37,41,37,32,18,70
Wallace,0,2,2,52,45,78,76,80,79,74,25,76,31,62,34,57,50,68,74,62,84,48,50,72,77,40,21,26,33,29,45,36,77
Dimitris Kolovos,16,4,3,73,74,32,28,27,55,59,66,18,66,61,68,67,69,75,70,68,57,63,69,63,40,68,65,66,67,68,63,70,69
Jermaine Hylton,25,2,3,47,55,14,15,20,41,56,56,13,38,45,26,43,28,74,68,54,57,66,63,62,52,51,57,48,45,34,55,43,56
Brendan Chardonnet,0,3,2,55,45,67,62,68,54,55,32,60,38,51,38,56,54,71,75,63,75,70,56,81,64,49,24,32,28,35,53,33,65
Craig Mackail-Smith,25,3,2,58,57,27,25,33,70,69,67,48,61,66,58,55,45,72,68,74,70,73,71,71,58,64,54,56,56,52,64,61,62
Rafa Soares,3,3,2,71,73,66,69,71,65,73,71,68,64,65,79,69,65,79,77,71,65,67,71,63,59,75,53,70,72,74,34,60,72
Jordi Calavera,4,3,2,73,72,56,67,65,71,66,61,68,47,48,74,68,58,81,84,83,64,74,78,70,53,76,40,66,62,52,51,47,71
Latif Blessing,25,3,3,59,61,21,22,19,49,51,58,19,49,60,40,51,42,80,83,74,45,84,81,67,51,60,60,58,43,56,60,53,60
Phil Ofosu-Ayeh,4,3,3,65,66,65,66,66,70,62,54,55,52,63,65,64,53,90,90,85,80,73,74,81,59,58,44,44,60,36,40,44,69
Furkan Özçal,7,4,3,68,68,43,44,57,65,71,63,63,67,66,66,71,66,74,73,72,57,81,73,72,36,73,53,71,42,36,51,42,68
David Pollet,25,4,2,62,52,31,22,25,62,67,72,23,49,48,29,63,32,65,69,69,77,47,57,73,72,80,73,70,58,50,71,71,70
Conor Washington,16,3,3,67,65,22,27,28,49,64,64,32,58,60,47,49,48,83,82,83,73,62,80,51,34,70,68,53,45,25,61,53,65
Cristian Mazo,3,3,2,48,38,58,54,60,50,58,39,59,39,37,47,48,27,61,55,67,50,60,56,63,58,20,23,21,34,33,37,26,57
Kenneth Otigba,0,3,2,55,58,65,61,68,81,63,22,67,40,62,38,58,54,76,81,68,87,44,66,70,75,59,31,32,29,28,35,28,70
Joe Bunney,16,3,2,53,61,58,60,62,67,54,60,57,51,50,72,57,56,67,69,72,70,27,51,76,65,60,60,51,71,68,61,36,63
Sammy Skytte,7,3,2,57,53,48,52,56,56,49,45,59,51,55,38,60,51,57,59,65,78,48,56,56,55,52,43,45,37,30,40,31,55
Jeff Hardeveld,3,3,2,64,58,62,67,69,65,63,48,63,45,60,60,65,54,65,50,44,70,58,59,66,58,59,29,36,64,56,60,32,63
Mauro,7,3,2,72,66,73,72,76,82,73,56,74,64,65,65,75,80,67,69,76,69,70,70,85,67,58,39,52,64,49,50,49,75
Meyong,25,4,2,67,62,35,42,51,53,60,70,46,63,74,55,65,61,60,59,50,73,67,70,73,74,77,71,64,66,65,80,67,69
Abdullah Ateef,7,3,2,64,58,62,60,62,58,68,71,69,75,73,45,66,65,63,63,64,67,56,62,68,47,53,55,54,49,53,58,34,66
Cases,9,3,3,68,67,29,23,37,29,63,64,33,66,68,63,67,60,68,57,54,46,82,76,61,37,60,56,63,62,58,63,61,65
Gino van Kessel,25,3,2,61,65,13,14,16,56,53,67,23,47,56,54,55,43,90,91,53,57,65,72,55,67,57,66,59,44,54,62,58,66
Rayan Senhadji,0,3,2,30,25,46,56,62,48,49,22,52,35,44,22,30,30,64,57,55,65,55,44,72,51,38,22,24,31,22,40,28,54
Isaac Hayden,7,4,2,68,64,63,65,69,74,64,51,67,65,58,43,69,61,63,68,76,78,61,60,70,54,52,47,40,45,38,49,30,69
Tyler Roberts,25,3,3,63,59,22,18,23,34,55,49,21,49,51,38,58,40,79,78,55,43,69,66,56,57,58,65,58,49,42,72,47,60
